"TIME","GEO","UNIT","HAZARD","WASTE","NACE_R2","Value"
"2004","Slovenia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2004","Slovenia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","5,662,599"
"2004","Slovenia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","369,548"
"2004","Slovenia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","38,289"
"2004","Slovenia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","12,459"
"2004","Slovakia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","10,668,411"
"2004","Slovakia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","113,620"
"2004","Slovakia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","42,470"
"2004","Slovakia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","15,300"
"2004","Slovakia","Tonne","Hazardous","Total waste","All NACE activities plus households","422,274"
"2004","Slovakia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","82,450"
"2004","Slovakia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2004","Slovakia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2004","Slovakia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","10,246,137"
"2004","Slovakia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","31,170"
"2004","Slovakia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","42,470"
"2004","Slovakia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","15,300"
"2004","Finland","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","69,708,476"
"2004","Finland","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","416,959"
"2004","Finland","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","79,235"
"2004","Finland","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","8,437"
"2004","Finland","Tonne","Hazardous","Total waste","All NACE activities plus households","2,153,103"
"2004","Finland","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","136,495"
"2004","Finland","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2004","Finland","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2004","Finland","Tonne","Non-hazardous","Total waste","All NACE activities plus households","67,555,373"
"2004","Finland","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","280,464"
"2004","Finland","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","79,235"
"2004","Finland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","8,437"
"2004","Sweden","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","91,759,469"
"2004","Sweden","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","773,781"
"2004","Sweden","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","165,970"
"2004","Sweden","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","20,836"
"2004","Sweden","Tonne","Hazardous","Total waste","All NACE activities plus households","1,624,770"
"2004","Sweden","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","341,889"
"2004","Sweden","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2004","Sweden","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2004","Sweden","Tonne","Non-hazardous","Total waste","All NACE activities plus households","90,134,699"
"2004","Sweden","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","431,892"
"2004","Sweden","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","165,970"
"2004","Sweden","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","20,836"
"2004","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","298,798,846"
"2004","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","3,846,671"
"2004","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","2,042,781"
"2004","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","378,233"
"2004","United Kingdom","Tonne","Hazardous","Total waste","All NACE activities plus households","7,972,970"
"2004","United Kingdom","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,899,396"
"2004","United Kingdom","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2004","United Kingdom","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2004","United Kingdom","Tonne","Non-hazardous","Total waste","All NACE activities plus households","290,825,876"
"2004","United Kingdom","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","1,947,275"
"2004","United Kingdom","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","2,042,781"
"2004","United Kingdom","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","378,233"
"2004","Iceland","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","501,426"
"2004","Iceland","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","2,250"
"2004","Iceland","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","3,932"
"2004","Iceland","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","900"
"2004","Iceland","Tonne","Hazardous","Total waste","All NACE activities plus households","8,501"
"2004","Iceland","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,750"
"2004","Iceland","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2004","Iceland","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2004","Iceland","Tonne","Non-hazardous","Total waste","All NACE activities plus households","492,925"
"2004","Iceland","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","500"
"2004","Iceland","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","3,932"
"2004","Iceland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","900"
"2004","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households",":"
"2004","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households",":"
"2004","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households",":"
"2004","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households",":"
"2004","Liechtenstein","Tonne","Hazardous","Total waste","All NACE activities plus households",":"
"2004","Liechtenstein","Tonne","Hazardous","Chemical wastes","All NACE activities plus households",":"
"2004","Liechtenstein","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2004","Liechtenstein","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2004","Liechtenstein","Tonne","Non-hazardous","Total waste","All NACE activities plus households",":"
"2004","Liechtenstein","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households",":"
"2004","Liechtenstein","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households",":"
"2004","Liechtenstein","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households",":"
"2004","Norway","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","7,453,565"
"2004","Norway","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","77,978"
"2004","Norway","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","56,629"
"2004","Norway","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","21,569"
"2004","Norway","Tonne","Hazardous","Total waste","All NACE activities plus households","669,983"
"2004","Norway","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","77,978"
"2004","Norway","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2004","Norway","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2004","Norway","Tonne","Non-hazardous","Total waste","All NACE activities plus households","6,783,582"
"2004","Norway","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","0"
"2004","Norway","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","56,629"
"2004","Norway","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","21,569"
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households",":"
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households",":"
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households",":"
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households",":"
"2004","North Macedonia","Tonne","Hazardous","Total waste","All NACE activities plus households",":"
"2004","North Macedonia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households",":"
"2004","North Macedonia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2004","North Macedonia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2004","North Macedonia","Tonne","Non-hazardous","Total waste","All NACE activities plus households",":"
"2004","North Macedonia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households",":"
"2004","North Macedonia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households",":"
"2004","North Macedonia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households",":"
"2004","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households",":"
"2004","Serbia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households",":"
